Covidence,Study_ID,Title,Author,Year,Product,Kind_of_paper,Journal_Conference,Grouping,Disc_STEM,Disc_Sci,Disc_Tech,Disc_Eng,Disc_Math,Disc_CS,Disc_EngDisc,Disc_Other,Disc_Othertext,Students_UGCC,Students_UG1st,Students_UG2plus,Students_Grad,Targets_Women,Targets_Hispanic,Targets_Black,Targets_URM,Targets_LowIncome,Targets_TransferStudents,Targets_Firstgen,Targets_HawaiianPacIs,Targets_Asian,Targets_AmIndian,Targets_disabilities,Targets_Veterans,Programs_recruit,Programs_course,Programs_advising,Programs_career,Programs_cohort,Programs_acadsupport,Programs_mentorpeer,Programs_mentorfaculty,Programs_mentoralumni,Programs_mentorindustry,Programs_fieldtrip,Programs_meetings,Programs_research,Programs_intern,Programs_studyabroad,Programs_activities,Programs_retreat,Programs_workshop,Programs_service,Programs_peer,Programs_community,Programs_focusgroups,Programs_profdev,Programs_seminar,Programs_tutoring,Programs_summerbridge,Success_transfer,Success_retention,Success_graduation,Success_timetodegree,Success_affect,Success_placement,Success_access,Success_participation,Success_other,Success_undefined,LInc_pell,LInc_cost,LInc_undef,LInc_O_finNeed,About_partners,Inter_highered,Inter_K12,Inter_industry,Inter_other,Intra_college,Intra_admissions,Intra_finaid,Intra_acadsupport,Intra_studentlife,Intra_career,Intra_other,Intra_othertext,Intra_none,Research_design,RQ_list,RQ_subject,Methods_list,Counting,Survey,Student.Reflections,Student.Interview,Faculty.Staff.Interview,Focus.Group,Other,framework,fw_belonging,fw_change,fw_identity,fw_learning,fw_motivation,fw_program,fw_socialcog,fw_studentinvolvement,fw_system,fw_none,Implications_list
11613,Chapman 2017,Quantitative Analysis of an Urban Community College S-STEM Program,Chapman,2017,Other,Research/evaluation,Dissertation,Dissertation,1,1,1,1,1,1,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,No,1,0,0,0,1,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"What effect, if any, does participation in the UC S-STEM program have on student success, GPA, and progress rate? 
RQ1: How, if at all, does success differ between the group of STEM students who received the S-STEM program intervention, and a group of STEM students, matched for age, gender, ethnicity, and financial need, who did not receive the intervention? 
RQ2: How, if at all, does average cumulative GPA differ between the group of STEM students who received the S-STEM program intervention, and a group of STEM students, matched for age, gender, ethnicity, and financial need, who did not receive the intervention? 
RQ3: How, if at all, does average progress rate differ between the group of STEM students who received the S-STEM program intervention, and a group of STEM students, matched for age, gender, ethnicity, and financial need, who did not receive the intervention?",Student Support - Retention/Course/GPA,Quantitative,0,1,0,0,0,1,,none,0,0,0,0,0,0,0,0,0,1,"Designing STEM programs to support students with mentoring, access to authentic experiences, and foster cohort development through peer interactions should be considered a current best practice."
11614,Chang 2016,Strategies to Recruit and Retain Students in Physical Science and Mathematics on a Diverse College Campus,Jen-Mei Chang,2016,Journal article,Overview of program,Journal of College Science Teaching,Science Education Journal,0,1,0,0,1,0,0,0,NA,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Yes,0,0,0,0,0,0,1,1,0,1,0,NA,0,Descriptive,to measure the efficacy of a learning community in cohort development and collaborative learning and to evaluate the effectiveness of various aspects of the program.,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"To maximize the impact of the program, we suggest selecting students with strong motivations and assessing applicants for hidden potential during interviews"
11615,Anderson-Rowland 2013,S-STEM Programs for Transfer and Non-Transfer Upper Division and Graduate Engineering and Computer Science Students,Anderson-Rowland,2013,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,0,1,0,0,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,Yes,1,0,0,0,0,0,1,1,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The students are asked to do an evaluation at the meeting. The students are asked to identify the most important topic, the most interesting information, and 
what they need to know more about."
11618,Dell 2019,Supporting Women in Engineering Technology Programs,Dell,2019,Journal article,Overview of program,Journal of Engineering Technology,Engineering Education Journal,0,0,1,0,1,1,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,No,0,0,1,0,0,1,1,1,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Community building, academic support, inclusive teaching practices, social support, and improved climate all play a role in recruiting and retaining more diverse students in engineering technology."
11628,Tashakkori 2018,The Components of a Successful S-STEM Program: What Works at Appalachian State University,Tashakkori,2018,Conference paper/proceeding,Overview of program,ACM technical symposium on computer science education,Technical Conference,0,0,1,1,1,1,0,0,NA,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,No,0,0,1,0,1,0,1,1,0,0,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"We attribute the success of that program
to activities that establish a strong sense of community among participants and allow students to work on a research project."
11634,Kar 2021,Supporting Undergraduates for Careers in Computing and Engineering with Scholarships and Supervision,Kar,2021,Conference paper/proceeding,Overview of program,International Conference on Computational Science and Computational Intelligence,Technical Conference,0,0,0,1,0,1,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,No,1,0,0,0,1,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Some better support strategies such as enrolling students in a learning community or preparatory courses in cohorts can help. Midterm mentoring was found to be helpful for students at risk to continue in the program. Several students who participated in undergraduate research obtained 
employment in leading companies in the nation."
11641,Jones 2014,S-STEM: ENG2 Scholars for Success 2007-2013,Jones,2014,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,1,Engineering/ Construction Management,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,No,0,0,0,1,1,1,0,1,0,0,0,NA,0,Longitudinal only focused on program,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The S-STEM scholarship program supported a total of 59 LSU engineering students in the form of scholarships and programming during the five years that awards were made.
11644,Anderson-Rowland 2014,Working with Graduate Students in an Upper Division Students Program,Anderson-Rowland,2014,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,No,0,0,0,0,0,1,0,1,0,0,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,It would appear that the influence of the graduate students in this program through their panel on graduate school and other interactions with the undergraduate students is a very strong factor in these graduate school decisions.
11647,Bruning 2011,Work in Progress - Developing Engineers for 2020-An Innovative Curricular and Co-Curricular Approach,Bruning,2011,Conference paper/proceeding,Overview of program,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,1,1,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,No,0,0,1,0,0,1,1,0,0,0,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Students in their comments expressed that the pillars had expanded their perspective on the field of engineering, given them a greater appreciation for the complexity of engineering, and allowed them to see common threads across their classes. 
"
11652,Baltaci 2014,NSF S-STEM Scholarship Grant for Engineering and Applied Technology Majors to Increase Enrollment and Retention,Baltaci,2014,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,1,1,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,Yes,1,0,0,0,1,0,1,1,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Through this model, and through outreach that strengthens partnerships between community colleges and area industries, the program meets the needs of many first-generation college students in the region and helps to create a more educated workforce in West Virginia."
11655,Ononye 2011,Progress and lmpact of SET: An NSF S-STEM Scholarship Project,Ononye,2011,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,Yes,1,0,0,0,1,1,1,0,0,0,0,NA,0,Descriptive," what did you like about this program? What worked 
well? How can we improve?",NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"This NSF sponsored SET project 
will without doubt enable our institution meet some of the local needs of the region and provide 
services that will enable the scholars attain college degree.
This paper is a presentation of an overview of the work and progress of SUNY Canton NSF 
supported S-STEM project for SET whose goal is to enable academically talented, financially 
needy students to pursue college degree in Engineering Technology."
11658,Ahmadian 2012,TWO PREFERRED ACTIVITIES USING S-STEM,Ahmadian,2012,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,NA,1,Descriptive,presents a summary of NSF S-STEM activities for the past two years and discusses a few lessons learned,Student Learning - SSTEM Course,Qualitative,0,1,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,
11662,Austin 2012,RETAINING MINORITY STUDENTS IN STEM AREAS,Austin,2012,Conference paper/proceeding,Overview of program,"International Technology, Education and Development Conference",Education Conference,1,1,1,1,1,1,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Yes,2,0,0,0,0,1,1,1,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Financial support is an important factor among low-income students pursuing degrees and continuity of scholarship funding from external sources will be a major priority
11663,Young 2013,The Appalachian Cohort for Engineering: An Evaluation of S-STEM Strategies for Success,Young,2013,Conference paper/proceeding,Research/evaluation,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,0,0,0,1,0,1,1,1," Electrical Engineering, Industrial and Systems Engineering, 
Mechanical Engineering, Chemical Engineering, and Civil Engineering ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,No,1,0,0,0,0,1,0,1,0,0,0,NA,0,Descriptive,"describes the design of the project, early successes and challenges, the data collection strategy, and preliminary results from this project.",Student Support - Program Evaluation,Multi-mixed,0,0,1,1,0,1,,none,0,0,0,0,0,0,0,0,0,1,"The increased responsibility the ACE scholars took during second semester for the All ACE meetings was also a result of the formative evaluation process.
Overall, we believe that the experience provided for the first 
cohort of ACE scholars was a success. "
11671,Anderson-Rowland 2013,Transfer Experience for Upper Division Engineering and Computer Science Students,Anderson-Rowland,2013,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,No,1,0,0,0,0,1,1,1,0,0,0,NA,0,Descriptive,"This paper will primarily compare the 2007, 2010, and 2012 groups with data from a similar survey.",Transfer Students - Student Support - Project Evaluation,Quantitative,0,1,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,"While the trends that we had found in the first two surveys have held quite true, there were a few statistically significant fluctuations, trends, or changes as have been noted in the analysis section"
11675,Anderson-Rowland 2014,Transfer Students: Lessons Learned over 10 Years,Anderson-Rowland,2014,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,1,1,0,0,NA,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,No,0,0,0,1,1,0,1,1,0,0,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Each semester many students enroll in the Academic Success and Professional Development class without scholarships. They have learned by word-of-mouth that the class can be very beneficial to them.
11678,Martinez 2010,"Work In Progress - Recruiting Initiatives for Hispanic, First-Generation Students",Martinez,2010,Conference paper/proceeding,Overview of program,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,0,1,1,1,1,0,0,0,NA,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,1,0,1,0,0,0,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1," A variety of challenges were encountered in the recruiting 
phase of this project.
The value of an adult male family member 
holding a full time job after high school tended to have more 
value than spending four years away at college"
11688,Enriquez 2012,Using Financial Support to Create a Learning Community among Diverse Community College STEM Students,Enriquez,2012,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,0,1,1,1,0,0,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,No,1,0,1,0,1,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The first three years of implementation of CaÃ±ada Collegeâ€™s NSF S-STEM program show success in achieving the primary program goals of providing an opportunity for low-income students to focus on their studies and fully benefit from a student support infrastructure that promotes academic excellence, leadership skills, and professional and personal growth among students"
11691,Auerbach 2013,The TIES Program: A Transfer Initiative for Engineering Students,Auerbach,2013,Conference paper/proceeding,Overview of program,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,0,0,0,1,0,0,0,1,Electrical and Computer Engineering,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,Yes,1,0,0,0,1,0,1,1,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Taken together, these program components are intended to enhance options for post-graduation opportunities and promote graduate school attendance."
11696,Martinez 2010,"Work in Progress - First Year Retention of Hispanic, First-Generation Students",Martinez,2010,Conference paper/proceeding,Overview of program,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,0,1,1,1,1,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The first cohort had a first year retention rate of 78.6% 
(11/14), compared to the university rate of approximately 
65%. The second cohort has a 100% (11/11) retention rate after the first semester. 
"
11703,Baldwin 2022,Using Support Networks as a Predictor of Success for STEM Degrees: Preliminary Results Detailing a Selection Process for Test Subjects Engaged in a Longitudinal Study of Low Socio-Economic Status American Undergraduate Students,Baldwin,2022,Journal article,Research/evaluation,International Journal of Engineering Pedagogy,Engineering Education Journal,1,1,1,1,1,0,0,0,NA,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,Yes,0,1,0,0,0,0,1,1,0,1,0,NA,0,Cross-sectional only focused on program,"Whether students from low-SES backgrounds, possessing lower incoming metrics, can still have success earning a STEM degree with the help of a web of supporting adult mentors.",Student Support - Retention,Multi-mixed,0,1,1,1,1,0,,none,0,0,0,0,0,0,0,0,0,1,"
The RS program administrators were very satisfied with the overall selection process to obtain the group of students that became the Rising Scholars. "
11707,Skurla 2013,Scholarships for Academic Success Program: A Final Report,Skurla,2013,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,No,0,1,0,0,1,1,1,0,0,1,0,NA,0,Comparative (matched sample w non-participants),,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The University programs are staffed by professionals with 
educational backgrounds in academic support services and student engagement, and there are many best practices elements to their programs.
We believe that this programâ€™s success warrants continuation, and we will be pursuing funding 
to continue this program and to extend our expertise into additional aspects of best practices to increase STEM enrollment in the School of Engineering and Computer Science."
11713,Berry 2013,ROSE-BUD (Rose Building Undergraduate Diversity) MAPS (Mentoring and Professional Skills),Berry,2013,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,1,0,0,1,1,Electrical and Computer Engineering,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,Yes,1,0,0,0,1,1,1,1,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,The ROSE-BUD program will provide the formal mechanism and framework by which this university can continue to improve in the recruitment and retention of minority students with the added component of professional and personal development.
11722,Chen 2016,PEEPS: Cultivating a cohort of supportive engineering students and building a support team for institutional change,Chen,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,1,0,0,0,NA,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Yes,1,0,0,0,0,0,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Tentatively, we see that cohort scheduling and periodic reflections are beneficial."
11726,Plett 2016,Understanding diverse and atypical engineering students: Lessons learned from community college transfer scholarship recipients,Plett,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,1,1,Electrical Engineering,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,No,1,0,0,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"By paying attention to student needs, faculty and staff can help to guide university and student club offerings to best meet the needs of students."
11729,Jensen 2019,"Systems approach to increasing the number of engineers, especially women, by implementing curricular and co-curricular best practices",Jensen,2019,Conference paper/proceeding,Overview of program,American Society for Engineering Management International Conference,Technical Conference,0,0,0,1,0,0,1,1,"Civil, Industrial, Mechanical, Metallurgical, or Mining Engineering,",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,No,0,0,0,2,1,0,1,1,0,1,0,NA,0,Cross-sectional only focused on program,What can be done to increase the number of women in engineering?,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The Culture and Attitude program is a proposed solution to create a positive system to increase the number of graduating engineers, and improve the culture at the University setting, in industry later as they graduate, and their impact on younger engineers."
11734,McLaughlin 2022,"Recruitment Strategy Development for First Generation, Underrepresented, and Low-Income Masters Students",McLaughlin,2022,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,No,0,0,0,1,1,0,0,1,0,0,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The United States is pushing to maintain its role as a leader in Research & Development and historically recruited populations in the STEM fields are no longer able to fully serve the needs of the U.S.
Developing institutional structures and culture to address student needs and support students from the pre-decision-making process to degree attainment is one of the 
best ways to increase the student population equitably."
11737,Ford 2015,The impact of federally funded scholarship programs on the success of transfer students at a public engineering college,Ford,2015,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,0,0,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,No,1,0,1,0,1,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"Does an S-STEM program with the elements described above, increase retention and placement rate? 
What specific elements of our S-STEM program were most effective?",Student Support - Retention,Qualitative,0,1,0,0,0,1,,none,0,0,0,0,0,0,0,0,0,1,"Two S-STEM grants from NSF allowed the College of Engineering at the University of Massachusetts Amherst to offer scholarships and support activities to almost 80 engineering transfer students, known as S-STEM Scholars, over a recent six-year period"
11739,Shatz 2015,Power engineering day - A way to attract high school students from underrep-resented groups to consider careers in electric power,Shatz,2015,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,0,0,0,1,1,Electrical,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Yes,0,2,1,0,1,0,0,0,0,1,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"
In response to the electric power industryâ€™s need for more electrical engineers, the EE program at 
Suffolk University hosted Power Engineering Day to expose Boston high school students, most 
of whom are from underrepresented groups, to the field of electric power and to increase the 
participation of Suffolk EE students in this field."
11741,Vernaza 2012,"Seeking relevancy, building excellence: Service learning in the SEECS program",Vernaza,2012,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,1,0,0,1,1,1,"Electrical and computer engineering, environmental engineering mechanical engineering, and software engineering",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,Yes,0,0,2,1,0,1,0,1,0,0,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The value of the experiential component of the seminar should not be minimalized: students value the application of their abilities to a local need, the development of their professional potential, and the realization of the project. Projects are available and with the pace of the seminar, they can be achieved well.
 The interactions generate a close-partnership with the non-profit organization and a strong sense of ownership by the scholars for the work. The activities have been shown to be rewarding to the students, 
satisfying to the stakeholders, and potentially applicable as an experiential-learning structure for academically-strong students."
11743,Blue 2017,"STEM Opportunities for academically capable and financially needy students entitled the ""university of southern Maine STEM scholars program,"" award # 1153281",Blue,2017,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,1,0,0,NA,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,Yes,1,0,0,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Going forward the project provided opportunities and experiences to 
share and improve retention rates in the future."
11745,Mehrizi-Sani 2017,Scholarships for future leaders in electric energy and smart grid,Mehrizi-Sani,2017,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,0,0,0,1,1,power engineering and smart grid,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,No,1,0,1,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The goal of this program is to significantly increase enrollment in electric energy-related STEM
majors at Washington State University (WSU) and prepare them for the workforce"
